證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),外資買賣超(千股),投信買賣超(千股),自營買賣超(千股),外資總投資股率%,投信持股率%,自營持股率%
2330 台積電,3/31/2010,45.31,45.31,44.8,44.8,"39,288","4,149",-480,27,72.99,0.98,0.07
2330 台積電,4/1/2010,44.8,45.53,44.8,45.24,"54,739","8,164",-336,"1,997",73.02,0.98,0.08
2330 台積電,4/2/2010,45.53,45.53,45.24,45.45,"17,373","14,125",-435,-168,73.08,0.98,0.08
2330 台積電,4/6/2010,45.75,46.26,45.75,46.18,"53,216","32,210","-1,633",344,73.2,0.98,0.08
2330 台積電,4/7/2010,46.26,46.26,45.96,46.26,"49,685","24,609",538,-313,73.3,0.98,0.08
2330 台積電,4/8/2010,45.75,45.89,45.24,45.38,"48,608","-8,741",-732,"1,143",73.26,0.97,0.08
2330 台積電,4/9/2010,45.09,45.89,45.09,45.67,"31,648","4,144","3,282",-155,73.28,0.99,0.08
2330 台積電,4/12/2010,46.11,46.18,45.75,45.96,"36,942","11,738","-2,088",-193,73.32,0.98,0.08
2330 台積電,4/13/2010,45.89,45.96,45.24,45.82,"42,767","18,217","-1,015",-436,73.39,0.98,0.08
2330 台積電,4/14/2010,45.96,46.47,45.82,46.47,"55,676","36,562",-960,-49,73.53,0.97,0.08
2330 台積電,4/15/2010,46.98,47.28,46.62,46.91,"72,063","38,534",-343,269,73.68,0.97,0.08
2330 台積電,4/16/2010,46.33,46.4,45.82,45.89,"49,739","-8,249",-533,-786,73.65,0.97,0.07
2330 台積電,4/19/2010,45.53,46.04,45.45,45.6,"71,160","5,537","3,118",191,73.67,0.98,0.08
2330 台積電,4/20/2010,45.82,45.89,45.45,45.75,"37,544","-5,134","1,494","-2,404",73.65,0.99,0.07
2330 台積電,4/21/2010,45.82,45.96,45.38,45.45,"46,602","-21,918",-38,"1,270",73.57,0.99,0.07
2330 台積電,4/22/2010,45.02,45.02,44.29,44.87,"92,244","-64,559",-295,-238,73.32,0.98,0.07
2330 台積電,4/23/2010,45.09,45.45,44.87,44.94,"48,952","-9,499",-795,"-1,303",73.28,0.98,0.06
2330 台積電,4/26/2010,45.45,46.33,45.45,46.26,"67,547","29,718",715,"1,746",73.37,0.98,0.07
2330 台積電,4/27/2010,46.26,46.4,45.96,46.4,"25,421","9,629",-822,510,73.41,0.98,0.07
2330 台積電,4/28/2010,45.24,45.6,45.16,45.24,"73,211","-42,035",-309,-539,73.25,0.98,0.07
2330 台積電,4/29/2010,45.31,45.31,44.87,44.87,"41,236","-28,220",-197,507,73.14,0.98,0.07
2330 台積電,4/30/2010,45.02,45.67,45.02,45.02,"43,450","16,806",-588,"-2,085",73.19,0.98,0.07
2330 台積電,5/3/2010,45.6,45.6,44.73,44.87,"22,439","-7,845",880,-245,73.16,0.98,0.07
2330 台積電,5/4/2010,45.09,45.16,44.29,44.44,"38,777","-17,385",203,325,73.09,0.98,0.07
2330 台積電,5/5/2010,43.63,43.85,43.56,43.56,"94,194","-42,779",-106,-137,72.94,0.98,0.07
2330 台積電,5/6/2010,43.56,43.63,43.12,43.34,"52,111","-22,790",788,"-1,971",72.85,0.98,0.06
2330 台積電,5/7/2010,42.69,43.78,42.61,43.27,"61,576","-20,577",621,"1,221",72.78,0.99,0.07
2330 台積電,5/10/2010,43.27,43.71,42.98,43.56,"56,310","-13,928",-118,61,72.74,0.99,0.07
2330 台積電,5/11/2010,44,44.14,43.63,43.78,"69,348","-4,256",-364,"-3,673",72.72,0.98,0.06
2330 台積電,5/12/2010,44.44,44.44,43.71,43.78,"27,731","-2,259",-375,-364,72.71,0.98,0.05
2330 台積電,5/13/2010,44.14,44.8,44.07,44.58,"39,908","14,031",260,"1,422",72.76,0.98,0.06
2330 台積電,5/14/2010,44.22,44.8,44.07,44.58,"35,601",910,57,533,72.77,0.98,0.06
2330 台積電,5/17/2010,44.07,44.07,43.05,43.12,"73,215","-40,292",-239,-108,72.61,0.98,0.06
2330 台積電,5/18/2010,43.42,43.71,43.27,43.34,"30,477",-210,-102,"1,480",72.61,0.98,0.07
2330 台積電,5/19/2010,42.98,43.42,42.69,43.2,"51,605","-22,398",-456,"2,721",72.53,0.98,0.08
2330 台積電,5/20/2010,43.34,43.49,42.91,42.91,"31,740","-4,864",238,-958,72.51,0.98,0.07
2330 台積電,5/21/2010,42.47,43.05,42.18,42.83,"46,257","-9,090",640,-883,72.47,0.98,0.07
2330 台積電,5/24/2010,43.42,43.42,42.76,42.98,"19,317","2,481",-956,-241,72.48,0.98,0.07
2330 台積電,5/25/2010,42.83,42.91,42.32,42.54,"51,282",529,26,609,72.48,0.98,0.07
2330 台積電,5/26/2010,42.91,42.98,42.61,42.91,"42,971","-3,337",376,"1,417",72.47,0.98,0.08
2330 台積電,5/27/2010,42.61,43.2,42.03,42.76,"55,503","-11,127",-395,36,72.43,0.98,0.08
2330 台積電,5/28/2010,42.91,43.27,42.47,42.76,"61,148","-23,163",90,-893,72.34,0.98,0.07
2330 台積電,5/31/2010,43.05,43.85,42.83,43.85,"25,401","12,895","1,220","-1,062",72.39,0.99,0.08
2330 台積電,6/1/2010,43.63,43.71,43.12,43.56,"28,375",-264,-42,"-1,370",72.39,0.99,0.07
2330 台積電,6/2/2010,43.56,44,43.2,43.56,"35,323","2,399",-266,316,72.4,0.98,0.07
2330 台積電,6/3/2010,44.29,44.44,44.07,44.29,"49,528","25,138",-212,-587,72.5,0.98,0.07
2330 台積電,6/4/2010,44.07,44.44,43.85,44.44,"42,722","9,230","-1,211",-741,72.53,0.98,0.07
2330 台積電,6/7/2010,43.49,43.49,42.76,43.12,"70,649","-30,091",32,988,72.74,0.98,0.07
2330 台積電,6/8/2010,42.91,43.12,42.54,42.61,"40,431","-16,804",-170,283,72.67,0.98,0.07
2330 台積電,6/9/2010,42.54,42.98,42.47,42.69,"46,104","-6,570",-955,"-2,297",72.65,0.97,0.06
2330 台積電,6/10/2010,43.56,43.56,42.83,43.27,"28,817","13,462",-279,-231,72.7,0.97,0.06
2330 台積電,6/11/2010,43.85,44.07,43.71,44.07,"42,325","11,348",0,167,72.74,0.97,0.06
2330 台積電,6/14/2010,44.36,44.73,44.36,44.51,"44,942","11,870",18,100,72.79,0.97,0.06
2330 台積電,6/15/2010,44.65,45.09,44.22,44.73,"37,547","18,431",-192,"2,580",72.86,0.97,0.07
2330 台積電,6/17/2010,45.16,45.38,44.94,45.24,"62,015","19,517",-647,"4,767",72.94,0.97,0.09
2330 台積電,6/18/2010,45.45,45.67,45.02,45.67,"46,332","29,569",440,-913,73.05,0.97,0.09
2330 台積電,6/21/2010,45.96,46.4,45.96,46.11,"68,409","40,421",-147,-173,73.21,0.97,0.09
2330 台積電,6/22/2010,46.11,46.11,45.6,45.6,"33,389","2,401",-382,249,73.22,0.97,0.09
2330 台積電,6/23/2010,45.16,45.53,45.16,45.24,"37,195","-5,544",-531,807,73.19,0.97,0.09
2330 台積電,6/24/2010,45.24,45.31,44.94,45.16,"35,361","-3,974",-738,737,73.12,0.97,0.09
2330 台積電,6/25/2010,44.8,45.09,44.65,44.73,"30,579","-12,965","-1,648",727,73.07,0.96,0.1
2330 台積電,6/28/2010,44.58,44.94,44.51,44.94,"20,546","-7,838",715,385,73.04,0.96,0.1
2330 台積電,6/29/2010,45.16,45.6,44.44,44.44,"47,953","-12,728",409,185,72.99,0.96,0.1
2330 台積電,6/30/2010,43.93,44.44,43.93,44.14,"58,319","-29,349","-1,486",708,72.88,1.04,0.03
2330 台積電,7/1/2010,44.14,44.14,43.63,43.71,"65,215","-47,533",80,"1,882",72.69,1.04,0.03
2330 台積電,7/2/2010,43.71,44.22,43.71,43.93,"67,300","-23,127",31,"1,896",72.6,1.04,0.04
2330 台積電,7/5/2010,43.93,45.02,43.93,44.73,"88,484","12,216",-459,"6,262",72.64,1.04,0.07
2330 台積電,7/6/2010,45.11,45.88,45.03,45.88,"69,857","-4,818",-270,"-4,259",72.59,1.04,0.05
2330 台積電,7/7/2010,45.8,45.88,45.34,45.57,"59,168","-5,140",-900,-730,72.57,1.03,0.05
2330 台積電,7/8/2010,46.03,46.26,45.72,46.26,"50,379","19,525",0,"-1,266",72.64,1.03,0.04
2330 台積電,7/9/2010,46.26,46.33,45.88,46.26,"38,073","7,083",250,-752,72.67,1.04,0.04
2330 台積電,7/12/2010,46.41,46.41,45.8,45.8,"44,197",144,"-1,188",-96,72.65,1.03,0.04
2330 台積電,7/13/2010,45.88,46.1,45.57,45.65,"37,486","-2,010",170,123,72.65,1.03,0.04
2330 台積電,7/14/2010,46.26,46.49,46.1,46.26,"59,847","12,260",-798,535,72.69,1.03,0.04
2330 台積電,7/15/2010,46.26,46.33,46.03,46.18,"36,838","5,264",160,-176,72.71,1.03,0.04
2330 台積電,7/16/2010,46.33,46.33,45.8,45.88,"29,941","10,006","-7,679",-54,72.75,1,0.04
2330 台積電,7/19/2010,45.57,46.95,45.49,46.79,"63,786","33,191",2,-968,72.88,1,0.04
2330 台積電,7/20/2010,46.95,47.33,46.72,47.1,"53,963","30,999",-8,-575,72.94,1,0.03
2330 台積電,7/21/2010,47.41,47.41,47.1,47.33,"41,276","24,242",105,"-1,996",73.04,1,0.03
2330 台積電,7/22/2010,47.41,47.71,46.95,47.48,"45,329","28,298",250,20,73.13,1,0.03
2330 台積電,7/23/2010,47.94,48.25,47.79,48.1,"66,046","38,524",667,295,73.28,1,0.03
2330 台積電,7/26/2010,48.25,48.33,47.71,47.94,"27,031","6,070","2,186",1,73.3,1.01,0.03
2330 台積電,7/27/2010,48.25,48.25,47.71,47.87,"21,055","2,958",147,"-1,178",73.31,1.01,0.02
2330 台積電,7/28/2010,47.71,48.25,47.64,48.25,"27,030","18,536",-33,-101,73.38,1.01,0.02
2330 台積電,7/29/2010,48.25,48.25,47.94,48.25,"38,609","16,224",-123,104,73.44,1.01,0.02
2330 台積電,7/30/2010,47.79,47.79,47.02,47.79,"43,621","-15,633",-554,-253,73.38,1.01,0.03
2330 台積電,8/2/2010,47.94,48.1,47.56,47.71,"48,140","13,938",-387,643,73.44,1.01,0.03
2330 台積電,8/3/2010,47.94,47.94,47.25,47.48,"32,996","-3,316","-1,892",-102,73.42,1,0.03
2330 台積電,8/4/2010,47.48,47.64,47.18,47.48,"28,406",858,"-1,117",-219,73.43,1,0.03
2330 台積電,8/5/2010,47.48,47.48,47.33,47.41,"22,212","3,099",-875,-812,73.43,0.99,0.03
2330 台積電,8/6/2010,47.18,47.25,46.41,46.64,"62,494","-35,657","-1,825",480,73.29,0.99,0.03
2330 台積電,8/9/2010,46.33,46.64,46.26,46.49,"57,034","-21,583","1,111",118,73.19,0.99,0.03
2330 台積電,8/10/2010,46.64,47.02,46.56,46.72,"63,934","-8,027","-1,121",-948,73.15,0.99,0.03
2330 台積電,8/11/2010,46.56,46.87,46.49,46.72,"28,646","-4,959",545,-201,73.14,0.99,0.03
2330 台積電,8/12/2010,46.1,46.41,46.03,46.1,"66,230","-33,275",914,-400,73.01,0.99,0.02
2330 台積電,8/13/2010,46.1,46.41,45.88,46.03,"65,690","-30,438","-2,781",316,72.9,0.98,0.03
2330 台積電,8/16/2010,45.95,46.18,45.65,46.18,"39,763","-11,627",-835,-46,72.85,0.98,0.02
2330 台積電,8/17/2010,46.33,46.33,45.8,45.8,"37,585","-17,068","-1,984",203,72.8,0.97,0.03
2330 台積電,8/18/2010,45.95,46.18,45.57,45.65,"42,902","-18,953",551,"-1,217",72.76,0.97,0.02
2330 台積電,8/19/2010,45.57,46.26,45.57,46.03,"45,817","-17,904",-21,582,72.72,0.97,0.02
2330 台積電,8/20/2010,45.8,46.1,45.72,45.88,"30,113","-11,939",24,-618,72.67,0.97,0.02
2330 台積電,8/23/2010,45.88,46.64,45.65,46.03,"27,931","3,715",-131,396,72.69,0.97,0.02
2330 台積電,8/24/2010,45.95,46.03,45.65,45.65,"31,275","-12,726",-17,"-1,076",72.64,0.97,0.02
2330 台積電,8/25/2010,45.49,45.49,44.88,44.96,"70,618","-45,467",94,"-1,017",72.5,0.97,0.01
2330 台積電,8/26/2010,44.88,45.26,44.8,45.03,"35,255","-11,464",198,-6,72.47,0.97,0.01
2330 台積電,8/27/2010,44.96,45.11,44.8,45.03,"46,789","-26,453","-1,117",257,72.37,0.97,0.02
2330 台積電,8/30/2010,45.34,45.65,45.11,45.49,"27,638","3,165",13,"-1,308",72.44,0.97,0.01
2330 台積電,8/31/2010,45.19,45.19,44.73,45.11,"78,362","-17,154",450,211,72.37,0.97,0.03
2330 台積電,9/1/2010,45.42,45.42,44.96,45.26,"38,480",-66,664,-35,72.38,0.97,0.02
2330 台積電,9/2/2010,45.95,46.03,45.49,45.57,"27,402","6,333",-615,-763,72.43,0.97,0.02
2330 台積電,9/3/2010,45.42,45.88,45.42,45.8,"38,339","-7,702",-304,861,72.41,0.97,0.03
2330 台積電,9/6/2010,46.26,46.33,46.03,46.33,"28,120","15,309",-719,650,72.47,0.97,0.03
2330 台積電,9/7/2010,46.33,46.41,46.03,46.1,"20,268","5,388","-2,060",-47,72.49,0.96,0.03
2330 台積電,9/8/2010,45.65,45.88,45.11,45.42,"67,149","-25,496","-2,504",-591,72.4,0.95,0.03
2330 台積電,9/9/2010,45.72,45.72,45.34,45.57,"21,237","-1,058",-526,202,72.39,0.95,0.03
2330 台積電,9/10/2010,45.57,45.72,45.26,45.42,"32,650","-15,756",-139,297,72.33,0.95,0.03
2330 台積電,9/13/2010,45.65,46.64,45.49,46.64,"86,955","25,438",0,"1,338",72.43,0.95,0.03
2330 台積電,9/14/2010,46.87,46.87,46.49,46.72,"33,545","13,440",396,"-1,047",72.48,0.95,0.03
2330 台積電,9/15/2010,46.87,46.87,46.33,46.87,"42,375","4,376",-292,-843,72.5,0.95,0.03
2330 台積電,9/16/2010,46.56,46.72,46.33,46.33,"27,918","-1,370",-410,-628,72.49,0.94,0.02
2330 台積電,9/17/2010,46.72,47.02,46.41,46.87,"49,430","25,098",-459,247,72.59,0.94,0.02
2330 台積電,9/20/2010,47.1,47.48,46.95,47.48,"66,009","51,125","-2,485",-824,72.79,0.93,0.02
2330 台積電,9/21/2010,47.71,47.71,47.18,47.33,"32,745","13,178",-234,-182,72.84,0.93,0.02
2330 台積電,9/23/2010,46.64,46.64,45.88,45.95,"106,308","-60,754",262,"1,446",72.6,0.93,0.03
2330 台積電,9/24/2010,45.72,46.1,45.65,46.03,"60,417","-17,099","-1,588",27,72.54,0.93,0.03
2330 台積電,9/27/2010,46.56,46.56,46.26,46.49,"60,795","6,910","-1,131",-623,72.56,0.92,0.02
2330 台積電,9/28/2010,46.49,46.87,46.41,46.72,"48,385","13,716",-16,-954,72.62,0.92,0.02
2330 台積電,9/29/2010,47.1,47.41,46.72,47.1,"79,797","30,819",-17,-436,72.74,0.92,0.02
2330 台積電,9/30/2010,47.25,47.48,47.18,47.48,"59,691","24,991",51,-386,72.83,0.9,0.03
2330 台積電,10/1/2010,47.64,47.71,47.25,47.48,"39,000","16,502",100,-297,72.9,0.9,0.02
2330 台積電,10/4/2010,47.48,47.56,47.18,47.41,"25,797","9,669",-500,17,72.93,0.89,0.02
2330 台積電,10/5/2010,47.25,47.25,46.64,46.79,"30,388","-6,760",95,714,72.91,0.89,0.03
2330 台積電,10/6/2010,47.41,47.48,47.1,47.33,"34,183","13,524",-993,-211,72.96,0.89,0.03
2330 台積電,10/7/2010,47.02,47.25,46.72,46.95,"39,333","-11,355",-63,180,72.92,0.89,0.03
2330 台積電,10/8/2010,46.72,47.33,46.72,47.33,"58,237","3,296",26,763,72.93,0.89,0.03
2330 台積電,10/11/2010,47.48,47.48,46.79,47.1,"24,646","1,509",-72,17,72.93,0.89,0.03
2330 台積電,10/12/2010,47.1,47.1,46.26,46.72,"28,094","-9,833",-99,-665,72.9,0.89,0.03
2330 台積電,10/13/2010,46.95,46.95,46.26,46.72,"31,040","-4,473",156,-229,72.89,0.89,0.03
2330 台積電,10/14/2010,47.02,47.48,46.95,47.33,"48,827","17,833",191,57,72.96,0.89,0.03
2330 台積電,10/15/2010,46.95,47.41,46.87,47.41,"30,492","8,460",-13,916,72.99,0.89,0.03
2330 台積電,10/18/2010,47.02,47.33,46.26,46.33,"32,530","-20,328",-38,378,72.91,0.89,0.03
2330 台積電,10/19/2010,46.41,46.49,46.03,46.49,"36,089","-15,304",428,-688,72.85,0.89,0.03
2330 台積電,10/20/2010,46.33,46.79,46.26,46.72,"34,490","-2,722",-619,-470,72.84,0.89,0.03
2330 台積電,10/21/2010,46.95,47.02,46.56,46.72,"40,237","4,854",30,276,72.86,0.89,0.03
2330 台積電,10/22/2010,47.25,47.33,47.02,47.33,"42,971","12,443",-495,-264,72.91,0.89,0.03
2330 台積電,10/25/2010,47.48,47.64,47.33,47.48,"38,700","19,651",29,"1,658",72.98,0.89,0.03
2330 台積電,10/26/2010,47.64,47.71,47.48,47.71,"37,964","3,933",100,346,73,0.89,0.03
2330 台積電,10/27/2010,47.71,47.79,47.41,47.48,"28,106",-696,"1,389",274,73,0.89,0.04
2330 台積電,10/28/2010,47.79,48.25,47.56,48.02,"62,152","10,739",937,"3,855",73.04,0.9,0.05
2330 台積電,10/29/2010,48.25,48.33,47.87,48.1,"67,950","1,682",-526,"-1,333",73.04,0.9,0.04
2330 台積電,11/1/2010,48.56,48.63,48.25,48.63,"76,412","13,277",650,"3,141",73.09,0.9,0.05
2330 台積電,11/2/2010,48.25,48.56,48.25,48.48,"24,422","2,952",449,926,73.1,0.9,0.05
2330 台積電,11/3/2010,48.63,49.02,48.48,48.94,"45,944","22,099","1,029","-1,998",73.19,0.9,0.04
2330 台積電,11/4/2010,48.94,49.09,48.71,48.94,"32,789","4,941","2,409",176,73.2,0.91,0.04
2330 台積電,11/5/2010,49.4,49.47,48.86,49.17,"44,439","9,895",-200,252,73.24,0.91,0.05
2330 台積電,11/8/2010,49.17,49.17,48.33,48.48,"25,993","-5,370",422,649,73.22,0.91,0.05
2330 台積電,11/9/2010,48.48,49.02,48.33,49.02,"25,859","5,359",-174,475,73.24,0.91,0.05
2330 台積電,11/10/2010,49.02,49.24,48.79,49.17,"40,350","9,892",591,-413,73.28,0.92,0.05
2330 台積電,11/11/2010,48.94,49.17,48.79,48.79,"31,729","-4,225",-949,654,73.26,0.91,0.05
2330 台積電,11/12/2010,48.71,49.02,48.25,48.25,"29,717","-10,552",495,-396,73.22,0.91,0.05
2330 台積電,11/15/2010,48.86,49.02,48.4,48.94,"27,654","11,511",-8,235,73.27,0.91,0.05
2330 台積電,11/16/2010,49.24,49.55,49.09,49.4,"57,574","22,254",-66,561,73.35,0.91,0.05
2330 台積電,11/17/2010,49.17,49.4,48.71,48.86,"51,389","-3,842","1,897",-4,73.34,0.92,0.05
2330 台積電,11/18/2010,48.79,48.94,48.25,48.48,"39,098","-18,826",-148,687,73.27,0.92,0.06
2330 台積電,11/19/2010,48.71,49.02,48.25,48.79,"23,828","-3,569",9,-61,73.25,0.92,0.05
2330 台積電,11/22/2010,48.71,49.24,48.4,48.86,"25,455","11,387","-1,821",158,73.3,0.91,0.06
2330 台積電,11/23/2010,48.79,48.86,48.48,48.56,"31,197","1,559","-1,304",-166,73.3,0.91,0.05
2330 台積電,11/24/2010,48.25,49.02,48.25,48.4,"29,838","10,546",250,186,73.34,0.91,0.06
2330 台積電,11/25/2010,48.86,49.4,48.63,49.32,"35,239","17,110",-229,"-1,047",73.41,0.91,0.05
2330 台積電,11/26/2010,48.94,49.4,48.94,49.32,"34,464",553,-23,-197,73.41,0.91,0.05
2330 台積電,11/29/2010,49.47,49.55,48.86,49.24,"35,816","-1,423",102,82,73.41,0.91,0.05
2330 台積電,11/30/2010,48.86,49.32,48.56,48.56,"70,250","-22,027",-525,613,73.32,0.91,0.05
2330 台積電,12/1/2010,48.86,49.47,48.86,49.47,"58,436","-8,702",-308,979,73.29,0.91,0.05
2330 台積電,12/2/2010,49.78,50.85,49.7,50.7,"88,027","4,024","1,578","3,481",73.3,0.91,0.07
2330 台積電,12/3/2010,51.16,53.61,51.08,52.31,"130,917","27,078","2,849","1,169",73.41,0.92,0.07
2330 台積電,12/6/2010,52.77,53.23,52.38,52.46,"58,841","13,002",141,"-1,260",73.46,0.92,0.07
2330 台積電,12/7/2010,52.46,52.54,51.77,52.08,"59,039","9,634",88,797,73.5,0.92,0.07
2330 台積電,12/8/2010,52.54,52.61,51.93,52.08,"47,351","10,452","1,059",-136,73.54,0.93,0.07
2330 台積電,12/9/2010,52.84,53.69,52.69,53.61,"91,627","20,234",-938,"1,856",73.61,0.92,0.08
2330 台積電,12/10/2010,53.3,53.53,53.07,53.38,"32,865","10,415","1,213",349,73.65,0.93,0.08
2330 台積電,12/13/2010,53.61,53.92,52.84,53.15,"38,255","4,290",228,126,73.67,0.93,0.08
2330 台積電,12/14/2010,53.53,53.53,52.61,52.84,"58,489","8,606",-23,-912,73.7,0.93,0.08
2330 台積電,12/15/2010,52.54,53.69,52.46,53.61,"57,589","13,797",203,"-2,364",73.76,0.93,0.07
2330 台積電,12/16/2010,53.61,54.84,53.46,54.53,"66,209","13,925","1,313",-176,73.81,0.94,0.07
2330 台積電,12/17/2010,55.14,57.44,54.84,55.83,"111,499","-2,240","3,420",555,73.8,0.95,0.07
2330 台積電,12/20/2010,55.91,55.91,54.3,54.53,"93,319","-19,088",660,-338,73.73,0.95,0.07
2330 台積電,12/21/2010,54.76,54.84,54.22,54.61,"63,310","-4,983",550,"-1,161",73.71,0.95,0.06
2330 台積電,12/22/2010,54.45,54.84,54.15,54.53,"27,073",553,453,629,73.71,0.96,0.06
2330 台積電,12/23/2010,54.99,54.99,54.15,54.38,"35,614","-10,555",46,-8,73.67,0.96,0.06
2330 台積電,12/24/2010,54.38,54.38,53.99,54.22,"56,586",-822,-6,-42,73.67,0.96,0.06
2330 台積電,12/27/2010,54.22,54.22,53.61,54.15,"45,211","-10,143",473,630,73.64,0.96,0.07
2330 台積電,12/28/2010,54.3,54.38,54.07,54.3,"36,610","-14,583",341,-746,73.58,0.96,0.06
2330 台積電,12/29/2010,54.22,54.22,53.76,54.07,"40,414","-19,505",728,-381,73.51,0.96,0.06
2330 台積電,12/30/2010,54.07,54.22,53.69,54.07,"55,579","-10,237",20,43,73.47,0.96,0.06
2330 台積電,12/31/2010,53.99,55.37,53.84,54.38,"143,761","-36,099","2,565","4,486",73.33,0.95,0.05
2330 台積電,1/3/2011,54.76,54.84,54.22,54.45,"35,747","-1,071","1,664",-509,73.33,0.96,0.05
2330 台積電,1/4/2011,54.38,54.84,54.22,54.53,"36,048","-6,742","5,388","1,282",73.3,0.98,0.06
2330 台積電,1/5/2011,54.3,54.45,53.3,53.46,"54,327","-17,130",900,57,73.24,0.98,0.06
2330 台積電,1/6/2011,53.46,54.38,53.38,54.38,"46,802","-2,233",82,"-1,386",73.22,0.98,0.05
2330 台積電,1/7/2011,55.07,55.91,55.07,55.52,"170,328","37,868","4,470","-2,386",73.37,1,0.04
2330 台積電,1/10/2011,55.91,56.83,55.6,56.83,"69,703","30,747","3,679","-1,286",73.49,1.01,0.04
2330 台積電,1/11/2011,56.75,57.36,56.52,57.06,"82,758","33,780","4,235",-106,73.62,1.03,0.04
2330 台積電,1/12/2011,57.21,57.44,57.21,57.36,"53,637","27,130","2,444",-804,73.72,1.04,0.03
2330 台積電,1/13/2011,57.52,57.67,56.83,57.13,"93,105","-3,493","5,814","-1,948",73.71,1.06,0.03
2330 台積電,1/14/2011,56.98,57.29,56.75,57.29,"29,817","8,873","1,623",-213,73.75,1.07,0.03
2330 台積電,1/17/2011,57.75,58.13,57.67,58.05,"67,400","22,675","1,061",868,73.83,1.07,0.03
2330 台積電,1/18/2011,57.82,59.28,57.59,58.82,"57,357","24,741",-22,928,73.93,1.07,0.03
2330 台積電,1/19/2011,58.89,59.97,58.66,59.74,"87,297","10,802","2,297","-1,485",73.97,1.08,0.03
2330 台積電,1/20/2011,58.97,58.97,58.28,58.51,"43,718","-11,610",-496,880,73.93,1.08,0.03
2330 台積電,1/21/2011,56.67,57.59,56.67,57.13,"81,475","-30,430","1,739","1,264",73.81,1.09,0.04
2330 台積電,1/24/2011,57.59,57.75,57.13,57.67,"46,169",-940,0,-484,73.8,1.09,0.03
2330 台積電,1/25/2011,58.13,58.13,57.36,57.44,"50,794","-6,517",874,-527,73.78,1.09,0.03
2330 台積電,1/26/2011,57.13,57.59,56.9,57.13,"66,830","-17,454",-7,"1,036",73.71,1.09,0.04
2330 台積電,1/27/2011,57.36,57.75,57.29,57.59,"69,892","-17,083",696,549,73.65,1.09,0.04
2330 台積電,1/28/2011,57.59,58.89,57.36,58.44,"110,404","-15,336","1,722","-1,789",73.59,1.1,0.05
2330 台積電,2/8/2011,58.97,58.97,57.29,57.82,"110,969","-21,366",859,"1,334",73.51,1.1,0.06
2330 台積電,2/9/2011,57.82,57.9,56.52,56.52,"81,246","-30,530",960,"1,577",73.39,1.11,0.07
2330 台積電,2/10/2011,55.98,56.21,55.14,55.14,"83,632","-40,633",-269,"3,546",73.23,1.1,0.08
2330 台積電,2/11/2011,55.3,55.45,54.3,54.68,"112,430","-49,104",-340,258,73.05,1.1,0.08
2330 台積電,2/14/2011,55.14,55.83,54.76,55.52,"66,889","-24,279",640,-135,72.96,1.11,0.08
2330 台積電,2/15/2011,55.45,55.98,54.68,55.52,"56,495","-19,729",637,"-1,288",72.89,1.11,0.07
2330 台積電,2/16/2011,55.45,55.68,55.07,55.22,"54,423","-18,632",382,"1,181",72.81,1.11,0.08
2330 台積電,2/17/2011,55.45,55.83,54.84,55.52,"49,330","-5,175",161,"-1,722",72.79,1.11,0.07
2330 台積電,2/18/2011,55.98,56.6,55.91,55.91,"74,599","11,273",576,"-2,364",72.84,1.11,0.06
2330 台積電,2/21/2011,55.98,56.21,55.37,56.21,"39,070","2,492",-40,-181,72.85,1.11,0.06
2330 台積電,2/22/2011,55.3,55.52,54.53,55.52,"82,661","-20,957","-1,045","-1,028",72.78,1.11,0.06
2330 台積電,2/23/2011,54.76,55.07,53.99,54.38,"80,262","-17,802","-1,105","2,376",72.71,1.1,0.07
2330 台積電,2/24/2011,54.38,54.68,53.99,53.99,"62,768","-32,964","-3,359","4,745",72.58,1.09,0.09
2330 台積電,2/25/2011,54.07,54.45,53.53,53.99,"78,873","-26,908","-3,152","5,966",72.48,1.08,0.11
2330 台積電,3/1/2011,53.61,54.99,53.61,54.68,"84,618","-23,905",-134,788,72.38,1.08,0.11
2330 台積電,3/2/2011,54.22,54.38,53.92,53.92,"53,047","-20,884","-2,781","1,242",72.3,1.07,0.12
2330 台積電,3/3/2011,53.69,54.84,53.69,54.22,"59,498","-6,433","-2,806","3,509",72.28,1.06,0.13
2330 台積電,3/4/2011,54.76,55.14,54.61,54.99,"60,659","2,704",921,"-1,851",72.29,1.06,0.13
2330 台積電,3/7/2011,54.84,54.91,54.3,54.3,"30,172",468,"-1,590",-418,72.29,1.05,0.12
2330 台積電,3/8/2011,53.99,54.99,53.99,54.76,"55,818","4,905","-1,785","-2,013",72.31,1.05,0.12
2330 台積電,3/9/2011,55.3,55.3,54.45,54.68,"46,796","6,655",-936,-859,72.34,1.04,0.11
2330 台積電,3/10/2011,55.22,55.22,53.69,53.99,"64,180","-10,532","-1,622",388,72.3,1.04,0.11
2330 台積電,3/11/2011,53.61,54.07,53.23,53.61,"52,600","-13,523",-808,-96,72.25,1.03,0.11
2330 台積電,3/14/2011,53.84,53.99,52.92,53.84,"48,041","-4,644",-133,"1,214",72.23,1.03,0.12
2330 台積電,3/15/2011,53.61,53.69,50.7,52.08,"117,025","-35,239",-392,"2,881",72.11,1.03,0.13
2330 台積電,3/16/2011,52.69,52.92,52.16,52.46,"62,389","-15,951",31,"1,729",72.04,1.03,0.14
