證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),外資買賣超(千股),投信買賣超(千股),自營買賣超(千股),外資總投資股率%,投信持股率%,自營持股率%
2330 台積電,11/11/2016,169.47,170.87,169,169.47,"67,636","-31,533",224,-196,79.32,0.62,0
2330 台積電,11/14/2016,169,169.94,168.07,168.53,"48,032","-29,711",-164,"2,092",79.21,0.62,0
2330 台積電,11/15/2016,167.6,169.94,167.13,168.07,"33,528","-12,820",213,-959,79.16,0.62,0
2330 台積電,11/16/2016,168.53,170.87,168.07,168.07,"35,293","-11,577",257,"1,204",79.11,0.62,0
2330 台積電,11/17/2016,169.94,170.4,168.53,169.47,"23,256","-4,891",5,-187,79.09,0.62,0
2330 台積電,11/18/2016,169.47,169.47,168.07,169,"23,731","-9,802",-45,979,79.05,0.62,0
2330 台積電,11/21/2016,168.53,169.47,168.07,169,"15,622","-6,750",-184,470,79.02,0.62,0
2330 台積電,11/22/2016,169.94,172.74,169.47,171.8,"31,348","5,256",-10,504,79.04,0.62,0
2330 台積電,11/23/2016,172.27,174.14,171.8,173.2,"23,068","4,231",-550,-548,79.06,0.62,0
2330 台積電,11/24/2016,171.8,172.74,170.87,170.87,"19,098","-8,210",65,"1,259",79.03,0.62,0
2330 台積電,11/25/2016,170.4,171.34,169.94,169.94,"10,226","-2,546",-7,"1,579",79.02,0.62,0.01
2330 台積電,11/28/2016,169.47,171.8,169.47,171.8,"22,360","1,346",-246,-675,79.02,0.62,0
2330 台積電,11/29/2016,171.34,172.74,169.94,169.94,"26,894","-1,548",-427,499,79.02,0.62,0
2330 台積電,11/30/2016,169.47,170.87,169.47,170.87,"54,053","-1,367",-193,-332,79.01,0.62,0
2330 台積電,12/1/2016,169.94,170.87,169.47,170.87,"13,923","-2,466",-10,733,79,0.62,0.01
2330 台積電,12/2/2016,167.13,167.6,166.2,166.2,"53,946","-37,222",-481,324,78.86,0.61,0.01
2330 台積電,12/5/2016,166.2,168.07,166.2,167.13,"32,249","-11,744",-10,-691,78.81,0.61,0
2330 台積電,12/6/2016,169,170.87,168.53,169.94,"27,728","10,136",-141,-589,78.86,0.61,0
2330 台積電,12/7/2016,170.87,171.34,169.47,169.47,"14,529","-4,076",-10,349,78.84,0.61,0
2330 台積電,12/8/2016,171.8,173.2,170.87,173.2,"27,276","11,435",35,"-1,973",78.89,0.61,0
2330 台積電,12/9/2016,173.67,173.67,172.27,173.67,"24,890","7,856",156,-941,78.92,0.61,0
2330 台積電,12/12/2016,173.67,174.6,171.8,172.74,"18,817",-211,-30,170,78.91,0.61,0
2330 台積電,12/13/2016,174.14,174.14,172.27,173.67,"23,692","3,312",11,-638,78.92,0.61,0
2330 台積電,12/14/2016,174.14,175.07,173.2,175.07,"16,768","6,819",0,"-1,188",78.95,0.61,0
2330 台積電,12/15/2016,172.74,175.07,172.27,174.6,"24,244","1,196",-20,-215,78.95,0.61,0
2330 台積電,12/16/2016,173.2,174.6,172.74,172.74,"36,266",-649,-208,143,78.95,0.61,0
2330 台積電,12/19/2016,171.8,172.27,170.4,170.4,"20,553","-1,625",153,"1,189",78.94,0.61,0
2330 台積電,12/20/2016,169,170.4,168.07,170.4,"24,243","-7,953",-674,"2,256",78.91,0.61,0
2330 台積電,12/21/2016,169,169.94,168.07,168.07,"32,234","-16,211",113,"4,330",78.85,0.61,0.02
2330 台積電,12/22/2016,168.07,168.53,167.13,167.13,"26,509","-13,980",-139,"1,243",78.8,0.61,0.02
2330 台積電,12/23/2016,167.13,168.07,166.67,166.67,"24,376","-13,904",-26,508,78.75,0.61,0.02
2330 台積電,12/26/2016,167.13,168.07,167.13,167.6,"5,694","-3,107",190,366,78.74,0.61,0.02
2330 台積電,12/27/2016,168.07,168.53,167.6,168.07,"8,276","-2,369",296,-30,78.73,0.61,0.02
2330 台積電,12/28/2016,169,169.94,168.53,169.94,"21,441","3,910",-10,271,78.73,0.61,0.02
2330 台積電,12/29/2016,168.07,169.47,168.07,168.07,"30,211","-3,994",-171,530,78.71,0.61,0.03
2330 台積電,12/30/2016,169,170.4,168.07,169.47,"36,748","7,210",-82,"1,230",78.74,0.58,0.02
2330 台積電,1/3/2017,169.47,171.34,169,170.87,"23,550",52,-90,"-1,193",78.74,0.57,0.02
2330 台積電,1/4/2017,170.87,171.8,169.47,170.87,"24,482","-4,106",15,-115,78.72,0.57,0.02
2330 台積電,1/5/2017,169.94,171.34,169.47,171.34,"21,373","1,800",-537,301,78.74,0.57,0.02
2330 台積電,1/6/2017,171.8,172.27,171.34,171.8,"23,120","3,878",45,-196,78.75,0.57,0.02
2330 台積電,1/9/2017,171.8,172.74,170.87,171.8,"18,583","3,373",7,-971,78.77,0.57,0.01
2330 台積電,1/10/2017,172.27,173.2,171.34,171.8,"20,691","3,463",-330,-845,78.78,0.57,0.01
2330 台積電,1/11/2017,172.74,172.74,169.47,169.94,"29,747","-8,875",-50,"1,535",78.75,0.57,0.01
2330 台積電,1/12/2017,170.4,173.2,170.4,172.27,"48,599","12,006","-1,047","-1,945",78.79,0.57,0.01
2330 台積電,1/13/2017,168.53,170.4,168.53,169.47,"53,089","-12,339",-751,-745,78.74,0.56,0
2330 台積電,1/16/2017,168.07,168.53,167.13,167.6,"30,878","-16,501",-790,358,78.69,0.56,0.01
2330 台積電,1/17/2017,168.53,169,167.6,169,"13,207",-337,-47,-453,78.69,0.56,0
2330 台積電,1/18/2017,168.53,169,167.6,169,"23,810","-1,257",76,-858,78.68,0.56,0
2330 台積電,1/19/2017,167.6,169,167.6,168.53,"25,935","-2,291",-213,-412,78.67,0.56,0
2330 台積電,1/20/2017,169,169.47,168.53,169,"42,317","7,943",-60,-425,78.71,0.56,0
2330 台積電,1/23/2017,170.4,172.74,170.4,172.74,"58,299","22,455",158,"-1,970",78.79,0.56,0
2330 台積電,1/24/2017,172.74,174.14,172.27,173.2,"72,014","30,447",10,"-1,345",78.91,0.56,0
2330 台積電,2/2/2017,175.54,176,171.8,172.27,"153,703","20,156",-23,"-1,465",79,0.56,0
2330 台積電,2/3/2017,173.67,173.67,171.34,172.27,"30,387","-2,347",289,260,78.99,0.56,0
2330 台積電,2/6/2017,172.27,173.2,171.8,172.27,"29,702","1,453",-496,369,79,0.56,0
2330 台積電,2/7/2017,171.34,172.74,170.87,172.27,"23,981",-860,-348,5,79,0.56,0
2330 台積電,2/8/2017,171.34,172.27,170.87,171.34,"45,607","-15,344",-316,"1,037",78.94,0.56,0
2330 台積電,2/9/2017,171.8,173.2,171.34,171.8,"23,419",-738,298,-941,78.94,0.56,0
2330 台積電,2/10/2017,172.27,173.2,171.8,173.2,"49,257","-5,995",524,224,78.93,0.56,0
2330 台積電,2/13/2017,174.14,175.54,174.14,175.07,"26,155",741,201,-564,78.93,0.56,0
2330 台積電,2/14/2017,176.47,177.41,175.07,175.07,"46,716","-2,290",-82,"1,541",78.92,0.56,0
2330 台積電,2/15/2017,174.6,176.94,174.14,176.47,"39,928","12,846",16,"-2,640",78.97,0.56,0
2330 台積電,2/16/2017,177.41,177.87,175.54,176.47,"28,371","5,382",-141,-952,79,0.56,0
2330 台積電,2/17/2017,177.41,177.87,176.47,176.94,"20,407","5,447","-1,046",-91,79.02,0.56,0
2330 台積電,2/18/2017,177.41,177.87,176.94,176.94,"3,517","1,995",-160,-90,79.03,0.56,0
2330 台積電,2/20/2017,177.41,177.87,176.94,177.41,"13,280","4,866",-276,-177,79.04,0.56,0
2330 台積電,2/21/2017,177.41,177.41,176,177.41,"31,987","15,741",-129,225,79.1,0.55,0
2330 台積電,2/22/2017,177.87,178.34,176,176,"26,144","6,731",-262,365,79.12,0.55,0
2330 台積電,2/23/2017,175.54,176.94,174.6,176,"36,095","14,614",-99,610,79.18,0.55,0
2330 台積電,2/24/2017,175.07,177.87,175.07,176.47,"26,177","4,411",-80,-378,79.2,0.55,0
2330 台積電,3/1/2017,176,176,173.67,173.67,"48,263","-3,382",-58,774,79.19,0.55,0
2330 台積電,3/2/2017,175.54,176,172.74,173.67,"40,879","8,553",9,290,79.22,0.55,0
2330 台積電,3/3/2017,172.27,172.74,171.8,171.8,"28,213","-7,987",-468,716,79.19,0.55,0
2330 台積電,3/6/2017,171.8,172.27,171.34,171.34,"12,633","-3,886",-375,591,79.18,0.55,0
2330 台積電,3/7/2017,171.8,173.2,171.8,173.2,"22,816","-3,567","1,274",-21,79.16,0.55,0
2330 台積電,3/8/2017,173.67,175.54,173.2,174.6,"38,657","5,560",-506,"-1,202",79.19,0.55,0
2330 台積電,3/9/2017,173.2,173.67,171.8,172.27,"31,119","-6,363",-320,785,79.16,0.55,0
2330 台積電,3/10/2017,171.8,172.27,170.87,171.34,"24,886","-8,332",-72,559,79.13,0.55,0
2330 台積電,3/13/2017,172.74,174.14,172.74,174.14,"11,025","4,355",-136,-528,79.15,0.55,0
2330 台積電,3/14/2017,175.54,175.54,173.67,173.67,"24,373","6,534",-342,-895,79.17,0.55,0
2330 台積電,3/15/2017,173.2,174.6,173.2,174.14,"14,147","1,644",-19,-278,79.18,0.55,0
2330 台積電,3/16/2017,175.54,177.41,175.54,177.41,"32,452","19,050",205,-410,79.25,0.55,0
2330 台積電,3/17/2017,176.94,178.81,176.47,178.81,"38,698","14,561",12,-263,79.31,0.55,0
2330 台積電,3/20/2017,178.81,178.81,176.94,178.81,"16,531","4,571",-131,-298,79.33,0.55,0
2330 台積電,3/21/2017,179.27,182.07,178.81,182.07,"33,662","18,516",321,"-1,852",79.4,0.55,0
2330 台積電,3/22/2017,179.74,180.67,178.81,180.67,"27,766","1,080",-149,871,79.4,0.55,0
2330 台積電,3/23/2017,179.27,180.67,179.27,180.67,"18,831",545,-38,"1,255",79.4,0.55,0
2330 台積電,3/24/2017,179.27,180.21,179.27,179.74,"17,722","2,292",-88,332,79.4,0.55,0
2330 台積電,3/27/2017,181.61,181.61,179.27,180.21,"29,867","13,746",-340,"-1,041",79.45,0.55,0
2330 台積電,3/28/2017,182.07,182.07,179.74,181.61,"39,522","20,749",-282,"-1,423",79.54,0.55,0
2330 台積電,3/29/2017,181.61,181.61,178.34,178.81,"33,839","5,175",394,"2,426",79.56,0.55,0
2330 台積電,3/30/2017,179.74,180.21,177.87,178.81,"30,716","14,574",-422,60,79.62,0.55,0
2330 台積電,3/31/2017,178.34,179.27,176.47,176.47,"33,996","1,163",-89,"1,337",79.62,0.54,0
2330 台積電,4/5/2017,176.94,180.21,176.94,180.21,"45,116","15,250",21,133,79.68,0.54,0
2330 台積電,4/6/2017,180.21,180.21,178.34,178.81,"17,417","3,167",-387,-160,79.69,0.54,0
2330 台積電,4/7/2017,179.27,179.27,176,178.34,"19,066","-1,546",-232,-616,79.69,0.53,0
2330 台積電,4/10/2017,178.34,178.81,176.94,177.41,"17,388","-2,476",-28,116,79.68,0.53,0
2330 台積電,4/11/2017,177.41,178.34,176.47,178.34,"9,788",-207,-85,-445,79.68,0.53,0
2330 台積電,4/12/2017,177.87,178.81,177.41,178.34,"17,418",786,117,-71,79.68,0.53,0
2330 台積電,4/13/2017,176.94,179.27,176.94,178.81,"14,796","1,157",35,-253,79.69,0.53,0
2330 台積電,4/14/2017,176.94,176.94,175.54,176.47,"31,317","-13,284",-451,755,79.64,0.53,0
2330 台積電,4/17/2017,176.47,176.47,175.07,175.07,"17,111","-10,170",-670,228,79.6,0.53,0
2330 台積電,4/18/2017,175.54,176.94,175.07,175.54,"28,732","-4,280",-79,279,79.59,0.53,0
2330 台積電,4/19/2017,175.07,175.07,174.14,174.14,"31,171","-16,476",-71,104,79.52,0.53,0
2330 台積電,4/20/2017,174.14,175.54,174.14,174.6,"32,697","-3,050",36,-68,79.51,0.53,0
2330 台積電,4/21/2017,175.07,177.41,175.07,177.41,"19,034","3,773",158,-176,79.52,0.53,0
2330 台積電,4/24/2017,178.34,178.81,176,177.41,"29,572","7,261",181,802,79.55,0.53,0
2330 台積電,4/25/2017,177.87,179.27,176.94,179.27,"31,952","11,271",28,695,79.6,0.53,0
2330 台積電,4/26/2017,179.27,179.27,177.87,178.34,"31,119","12,311",-25,612,79.64,0.53,0
2330 台積電,4/27/2017,179.27,180.21,177.87,180.21,"35,812","9,000",-7,"-2,396",79.68,0.53,0
2330 台積電,4/28/2017,180.67,181.61,180.21,181.61,"38,381","17,353",-68,"-1,750",79.74,0.53,0
2330 台積電,5/2/2017,185.34,185.81,182.54,183.47,"45,851","18,421",-465,-164,79.82,0.53,0
2330 台積電,5/3/2017,184.87,185.34,183.94,184.87,"27,240","16,531",-5,-660,79.88,0.53,0
2330 台積電,5/4/2017,185.34,185.81,183.94,184.87,"22,194","4,306",881,247,79.89,0.53,0
2330 台積電,5/5/2017,183.94,185.34,183.94,184.41,"17,618",474,-35,-332,79.89,0.53,0
2330 台積電,5/8/2017,185.81,189.08,185.81,189.08,"39,591","10,236",-484,-31,79.93,0.53,0
2330 台積電,5/9/2017,191.88,193.28,190.01,190.01,"48,285","7,361",-129,"-2,807",79.96,0.53,0
2330 台積電,5/10/2017,190.48,192.34,190.48,191.88,"31,075","2,469",49,638,79.97,0.53,0
2330 台積電,5/11/2017,190.94,194.68,190.48,193.75,"44,286","10,648",155,376,80.01,0.53,0
2330 台積電,5/12/2017,191.41,193.28,191.41,192.34,"25,507",-22,-369,573,80.01,0.53,0
2330 台積電,5/15/2017,190.48,192.34,190.48,192.34,"25,922","-2,319",829,265,80.01,0.53,0
2330 台積電,5/16/2017,191.41,191.41,190.01,190.94,"36,604",-861,"2,804",-39,80.01,0.54,0
2330 台積電,5/17/2017,189.54,190.48,189.54,190.48,"22,606","2,725",10,"-1,482",80.02,0.54,0
2330 台積電,5/18/2017,189.08,190.48,188.14,190.01,"22,490",-714,-125,40,80.02,0.54,0
2330 台積電,5/19/2017,190.01,190.94,189.08,189.54,"17,163","2,514",-57,110,80.03,0.54,0
2330 台積電,5/22/2017,190.01,191.41,189.54,191.41,"17,419","2,397",11,77,80.05,0.54,0
2330 台積電,5/23/2017,191.41,193.28,190.94,191.41,"23,028","3,446",-309,552,80.06,0.54,0
2330 台積電,5/24/2017,191.41,192.34,191.41,191.88,"18,307",-102,-151,317,80.06,0.54,0
2330 台積電,5/25/2017,192.34,193.28,191.88,193.28,"26,088","6,864",-96,210,80.09,0.54,0
2330 台積電,5/26/2017,191.41,193.28,191.41,193.28,"32,976","1,570",-172,211,80.1,0.54,0
2330 台積電,5/31/2017,192.81,193.28,189.54,189.54,"67,935","-9,570",-108,"2,659",80.06,0.54,0
2330 台積電,6/1/2017,191.41,193.28,190.94,193.28,"29,623","6,830",-218,"-1,373",80.09,0.54,0
2330 台積電,6/2/2017,194.68,195.15,193.75,195.15,"23,265","9,065",-63,-454,80.13,0.54,0
2330 台積電,6/3/2017,195.15,195.15,194.21,195.15,"1,535",53,-245,290,80.13,0.54,0
2330 台積電,6/5/2017,195.61,197.95,195.15,197.95,"22,545","9,538",-728,-740,80.16,0.53,0
2330 台積電,6/6/2017,196.55,197.48,196.55,196.55,"15,382","1,897",-628,50,80.17,0.53,0
2330 台積電,6/7/2017,197.95,198.41,196.08,197.48,"34,729","5,077",190,256,80.19,0.53,0
2330 台積電,6/8/2017,197.95,198.88,197.48,198.88,"21,654","8,931",-111,-882,80.21,0.53,0
2330 台積電,6/9/2017,200.28,200.75,197.95,197.95,"35,190","-4,285",11,677,80.2,0.53,0
2330 台積電,6/12/2017,193.28,196.08,193.28,193.75,"63,111","-39,836",23,"4,287",80.04,0.53,0
2330 台積電,6/13/2017,193.28,194.68,192.81,194.21,"49,983","-21,602",-135,"2,183",79.93,0.53,0
2330 台積電,6/14/2017,194.68,195.61,192.34,193.28,"39,083","-15,144",310,-511,79.85,0.53,0
2330 台積電,6/15/2017,193.75,194.21,193.28,194.21,"19,486","1,332",-668,-194,79.81,0.53,0
2330 台積電,6/16/2017,193.75,197.95,193.28,197.48,"32,856","-1,018",891,"1,174",79.77,0.53,0
2330 台積電,6/19/2017,197.01,198.88,196.55,198.88,"17,489",-15,-372,656,79.76,0.53,0
2330 台積電,6/20/2017,200.75,203.55,200.28,202.15,"28,784","-1,201",-68,"-1,738",79.75,0.53,0
2330 台積電,6/21/2017,201.68,202.62,200.28,201.21,"45,384","-8,751",-90,"5,337",79.67,0.53,0.01
2330 台積電,6/22/2017,202.62,203.55,202.15,203.55,"26,094",543,222,"3,330",79.76,0.53,0.02
2330 台積電,6/23/2017,203.55,204.02,202.62,202.62,"39,686","-14,490",46,"7,123",79.69,0.53,0.05
2330 台積電,6/26/2017,204.55,207.44,204.55,207.44,"60,140","14,545",6,"-7,205",79.72,0.53,0.02
2330 台積電,6/27/2017,206.47,206.47,203.58,204.06,"44,504","-15,543",-183,"3,209",79.66,0.53,0.04
2330 台積電,6/28/2017,202.13,202.62,200.69,201.17,"52,273","-13,916",-258,128,79.61,0.53,0.04
2330 台積電,6/29/2017,203.1,203.1,201.17,202.62,"27,049","-1,338",-120,-895,79.62,0.53,0.03
2330 台積電,6/30/2017,199.24,201.17,199.24,201.17,"31,709","-5,351",-28,-354,79.6,0.61,0.02
2330 台積電,7/3/2017,200.2,201.65,199.72,201.65,"21,066",310,-550,714,79.6,0.61,0.03
2330 台積電,7/4/2017,200.69,201.17,199.72,199.72,"21,592","-6,967",-370,-241,79.58,0.6,0.02
2330 台積電,7/5/2017,199.72,201.17,199.24,201.17,"23,463","-8,323",81,"2,155",79.55,0.6,0.03
2330 台積電,7/6/2017,200.69,201.17,199.72,200.2,"15,260","-5,486",-199,-390,79.53,0.6,0.03
2330 台積電,7/7/2017,199.72,200.2,198.27,198.76,"21,567","-9,512",-891,-525,79.5,0.6,0.03
2330 台積電,7/10/2017,199.24,199.72,198.76,198.76,"13,326","-6,370",-91,884,79.48,0.6,0.03
2330 台積電,7/11/2017,200.69,204.55,200.2,204.55,"34,593","8,012",50,"-2,358",79.51,0.6,0.02
2330 台積電,7/12/2017,203.58,205.03,203.1,203.1,"26,887","-9,162",474,25,79.47,0.6,0.02
2330 台積電,7/13/2017,204.55,208.4,204.06,206.96,"50,136","4,814",538,"-1,313",79.49,0.6,0.02
2330 台積電,7/14/2017,205.51,206.96,204.55,205.51,"22,364","-5,633",78,271,79.47,0.6,0.02
2330 台積電,7/17/2017,207.44,207.92,204.06,205.51,"21,400","1,793",-192,215,79.49,0.6,0.02
2330 台積電,7/18/2017,205.51,206.47,204.55,206.47,"18,756","3,918",-648,"-1,044",79.5,0.6,0.02
2330 台積電,7/19/2017,205.03,207.44,205.03,206.96,"20,661","1,170",325,-468,79.51,0.6,0.01
2330 台積電,7/20/2017,207.44,207.92,206.47,207.92,"20,795","1,960",-326,-330,79.51,0.6,0.01
2330 台積電,7/21/2017,206.47,207.44,205.99,206.47,"15,422","-4,946",31,60,79.49,0.6,0.01
2330 台積電,7/24/2017,205.99,206.96,205.51,206.96,"20,002","-3,795",-135,-95,79.48,0.6,0.01
2330 台積電,7/25/2017,206.47,206.96,205.99,206.47,"13,853","-2,791",-361,-781,79.48,0.6,0.01
2330 台積電,7/26/2017,207.44,207.44,205.03,205.51,"15,900","-3,876",-438,-241,79.51,0.6,0.01
2330 台積電,7/27/2017,205.99,208.4,205.99,207.92,"23,045","8,430",-244,-500,79.55,0.6,0.01
2330 台積電,7/28/2017,205.51,206.47,205.03,205.51,"21,121","-9,689",-112,-375,79.52,0.6,0.01
2330 台積電,7/31/2017,204.06,206.96,204.06,206.96,"20,363","-2,480",-196,147,79.51,0.6,0.01
2330 台積電,8/1/2017,205.03,206.47,204.55,204.55,"20,314","-5,764",-43,"1,121",79.49,0.6,0.01
2330 台積電,8/2/2017,206.47,208.4,206.47,208.4,"30,528","11,419",-23,"-1,520",79.53,0.6,0
2330 台積電,8/3/2017,205.51,206.47,205.03,205.99,"27,097","-11,201",135,503,79.49,0.6,0.01
2330 台積電,8/4/2017,205.99,206.47,205.03,205.51,"22,187","-11,354",20,73,79.45,0.6,0.01
2330 台積電,8/7/2017,205.99,208.89,205.99,208.4,"21,594","1,341",58,"-1,313",79.46,0.6,0
2330 台積電,8/8/2017,209.85,211.3,208.4,209.85,"25,223","4,421",44,"-2,048",79.47,0.6,0
2330 台積電,8/9/2017,207.44,207.92,205.99,206.96,"28,129","-15,164",164,449,79.42,0.6,0
2330 台積電,8/10/2017,207.92,207.92,205.03,206.47,"27,440","-11,426",-353,194,79.38,0.6,0
2330 台積電,8/11/2017,203.58,205.99,203.1,205.03,"41,592","-28,445",-410,"2,418",79.28,0.59,0.01
2330 台積電,8/14/2017,205.99,206.47,202.62,203.58,"29,414","-8,981",-126,"-1,158",79.25,0.59,0
2330 台積電,8/15/2017,205.51,206.96,205.51,206.47,"14,385",717,-91,"-2,042",79.25,0.59,0
2330 台積電,8/16/2017,206.96,206.96,203.58,205.51,"25,206","-4,267",41,122,79.23,0.59,0
2330 台積電,8/17/2017,205.99,206.47,205.51,206.47,"8,353","2,474",-67,-336,79.24,0.59,0
2330 台積電,8/18/2017,204.55,205.51,203.58,205.03,"14,363","-6,488",22,804,79.22,0.59,0
2330 台積電,8/21/2017,205.03,205.51,204.06,204.06,"13,847","-5,114",-67,305,79.19,0.59,0
2330 台積電,8/22/2017,205.99,206.96,205.51,206.96,"17,330","4,366",202,154,79.2,0.59,0
2330 台積電,8/23/2017,207.92,208.4,206.47,207.92,"11,757","4,376",-84,"-2,549",79.22,0.59,0
2330 台積電,8/24/2017,208.4,209.37,207.92,209.37,"15,426","7,263",-14,-346,79.25,0.59,0
2330 台積電,8/25/2017,209.85,209.85,208.4,209.85,"10,975","6,463",26,-583,79.27,0.59,0
2330 台積電,8/28/2017,207.44,208.89,207.44,208.4,"16,512","1,403",-192,158,79.28,0.59,0
2330 台積電,8/29/2017,208.4,208.4,207.44,208.4,"16,561","1,496",-49,-391,79.28,0.59,0
2330 台積電,8/30/2017,208.4,210.33,208.4,209.85,"19,674","9,283",-68,"-1,360",79.32,0.59,0
2330 台積電,8/31/2017,209.85,210.33,207.92,208.89,"26,945",-34,9,"1,146",79.32,0.59,0
2330 台積電,9/1/2017,207.44,209.85,207.44,208.89,"17,805",-482,-6,-249,79.32,0.59,0
2330 台積電,9/4/2017,208.89,210.33,207.92,209.85,"15,053",154,-7,-739,79.32,0.59,0
2330 台積電,9/5/2017,210.33,210.33,208.89,210.33,"34,514",193,-43,"-1,390",79.32,0.59,0
2330 台積電,9/6/2017,208.89,210.33,208.4,209.37,"28,148",387,-294,"-2,523",79.33,0.59,0
2330 台積電,9/7/2017,210.33,210.82,208.4,209.37,"19,198","-4,010",100,-54,79.32,0.59,0
2330 台積電,9/8/2017,209.37,210.33,208.89,210.33,"25,512","2,853",-199,-258,79.33,0.59,0
2330 台積電,9/11/2017,211.3,211.78,208.89,209.37,"19,387",-308,-22,-64,79.33,0.59,0
2330 台積電,9/12/2017,211.3,211.78,209.85,211.3,"24,862","7,985",328,-192,79.36,0.59,0
2330 台積電,9/13/2017,209.85,211.3,209.85,210.33,"18,336","-1,358",-103,-979,79.36,0.59,0
2330 台積電,9/14/2017,210.82,211.3,209.85,210.82,"21,508","4,036",222,-235,79.37,0.59,0
2330 台積電,9/15/2017,210.82,211.3,209.37,210.82,"48,901","-4,920",234,277,79.35,0.59,0
2330 台積電,9/18/2017,211.3,212.26,210.33,211.78,"17,812","6,647",-485,93,79.38,0.59,0
2330 台積電,9/19/2017,213.71,213.71,212.26,213.71,"26,255","5,704",-123,"-1,163",79.4,0.59,0
2330 台積電,9/20/2017,213.23,214.19,212.26,213.71,"23,434","2,842",-235,"-1,174",79.41,0.59,0
2330 台積電,9/21/2017,213.23,215.16,212.26,213.23,"18,645",-41,55,228,79.41,0.59,0
2330 台積電,9/22/2017,213.71,214.19,210.82,210.82,"22,456","-1,087",-14,277,79.41,0.59,0
2330 台積電,9/25/2017,209.85,210.82,209.37,209.37,"17,458","-3,374",-327,-289,79.39,0.59,0
2330 台積電,9/26/2017,209.85,210.33,206.47,206.47,"25,003","-8,132",559,283,79.36,0.59,0
2330 台積電,9/27/2017,209.85,209.85,207.44,207.44,"24,794","-2,287",-86,-330,79.35,0.59,0
2330 台積電,9/28/2017,207.44,208.4,205.99,206.47,"31,616","-9,579",-513,"1,012",79.31,0.59,0
2330 台積電,9/29/2017,208.4,209.85,207.92,208.89,"23,954","8,991",-169,"-1,779",79.35,0.59,0
2330 台積電,9/30/2017,210.33,210.82,208.89,208.89,"4,254",125,-60,9,79.35,0.51,0
2330 台積電,10/2/2017,211.78,212.75,210.82,212.75,"28,360","6,918",-63,-88,79.38,0.51,0
2330 台積電,10/3/2017,211.3,215.16,211.3,214.68,"38,330","3,913",-187,"-1,383",79.39,0.51,0
2330 台積電,10/5/2017,214.19,217.57,214.19,216.61,"25,397","4,649",-66,-623,79.41,0.51,0
2330 台積電,10/6/2017,217.09,217.57,215.64,216.61,"16,040","2,265",-366,-348,79.42,0.51,0
2330 台積電,10/11/2017,218.54,225.29,218.54,224.81,"67,649","16,109",-5,"-2,249",79.48,0.51,0
2330 台積電,10/12/2017,226.74,229.15,226.25,229.15,"44,176","15,930",-410,-982,79.55,0.51,0
2330 台積電,10/13/2017,229.15,229.15,226.25,229.15,"23,145","2,759",-239,541,79.56,0.5,0
2330 台積電,10/16/2017,229.15,229.63,227.7,229.63,"20,673","2,178",-123,375,79.57,0.5,0
2330 台積電,10/17/2017,229.63,229.63,226.74,227.22,"17,652","-2,882",-195,767,79.55,0.5,0
2330 台積電,10/18/2017,231.08,231.08,228.67,229.15,"28,970","4,605",-283,"1,993",79.57,0.5,0
2330 台積電,10/19/2017,231.08,233.01,230.6,230.6,"23,481","4,506",-443,128,79.59,0.5,0
2330 台積電,10/20/2017,229.63,231.08,229.15,229.15,"27,056",837,167,415,79.59,0.5,0
2330 台積電,10/23/2017,230.6,231.56,230.11,230.6,"15,959","1,712","1,921",-288,79.6,0.51,0
2330 台積電,10/24/2017,231.56,231.56,229.63,229.63,"16,100",-577,-250,-90,79.6,0.51,0
2330 台積電,10/25/2017,230.11,230.6,229.15,229.63,"17,205","1,440",250,-76,79.61,0.51,0
2330 台積電,10/26/2017,228.67,229.63,227.7,227.7,"12,959","-2,100",-34,-87,79.6,0.51,0
2330 台積電,10/27/2017,229.15,231.56,229.15,230.6,"18,040","6,292",762,-426,79.63,0.51,0
2330 台積電,10/30/2017,233.49,236.38,233.01,234.45,"30,241","4,497",-174,-25,79.64,0.51,0
2330 台積電,10/31/2017,234.94,236.38,233.01,234.45,"22,582",-842,-131,-795,79.64,0.51,0
2330 台積電,11/1/2017,234.94,236.38,233.01,233.97,"20,465","-4,845",47,"1,177",79.63,0.51,0
2330 台積電,11/2/2017,233.49,233.97,232.04,232.53,"16,309",-370,-256,-430,79.62,0.51,0
2330 台積電,11/3/2017,232.04,232.53,230.11,230.6,"18,327","-4,679",-64,681,79.61,0.51,0
2330 台積電,11/6/2017,234.94,235.42,230.6,231.08,"21,029",915,11,"-1,179",79.61,0.51,0
2330 台積電,11/7/2017,233.49,235.42,233.01,235.42,"21,689","9,942",207,-258,79.65,0.51,0
2330 台積電,11/8/2017,234.45,234.94,233.49,233.97,"14,579","-3,343",40,568,79.64,0.51,0
2330 台積電,11/9/2017,232.04,234.45,231.56,232.53,"21,366","-1,824",0,172,79.63,0.51,0
2330 台積電,11/10/2017,231.56,233.49,231.08,232.04,"15,061",286,127,-622,79.63,0.51,0
2330 台積電,11/13/2017,231.56,233.01,231.08,231.08,"12,087","-1,192",24,-266,79.63,0.51,0
2330 台積電,11/14/2017,232.53,232.53,230.6,231.56,"17,229","-1,832",-111,216,79.63,0.51,0
2330 台積電,11/15/2017,230.6,231.08,227.7,229.15,"29,720","-9,989",148,-672,79.56,0.51,0
2330 台積電,11/16/2017,229.63,231.56,229.15,229.63,"17,274","4,883",-72,48,79.58,0.51,0
